Sprünge;Time Difference
A_Re_Pre;0,93
A_Re_Post;0,8776666666666665
A_Li_Pre;0,7579999999999999
A_Li_Post;1,1806666666666663
B_Re_Pre;1,0634999999999997
B_Re_Post;0,9558888888888888
B_Li_Pre;1,0193333333333334
B_Li_Post;0,6247222222222223
C_Re_Pre;1,3902777777777784
C_Re_Post;1,4466666666666663
C_Li_Pre;1,5579999999999998
C_Li_Post;1,5463333333333331
D_Re_Pre;1,2687777777777776
D_Re_Post;1,5031111111111108
D_Li_Pre;1,1681111111111113
D_Li_Post;1,074
